Response ID,Date submitted,Last page,Start language,Seed,Date started,Date last action,Gender,Age,Consent,Basket,Cheese,Cloud,Liquid,Nail,Cat,Dog ,Horse,Domestic,Hood,Routine,Symbol,Corridor,Peace,Ladder,Elephant,Dizzy,Poison,Hay,Mathematics,Giraffe,Squirrel,Echo,Bean,Lilac,Mouse,Tiger,Yellow,Orange,Black,Red,Grey,Blue,Brown,White,Beige,Green,Pink,Violet,Turquoise,Interest,Amusement,Pride,Joy,Contentment,Admiration,Love,Relief,Compassion,Purple,Pleasure,Sadness,Guilt,Regret,Shame,Disappointment,Maroon ,Fear,Disgust,Contempt,Hate,Anger,Profession,Native_language,Fluency,Fluency_other,Country_origin,Country_residence
1642,2019-12-05 18:39:43,65,es,,2019-12-05 18:31:14,2019-12-05 18:39:43,Female,34,Yes,canasta,vino,cielo,Sólido,Pie,Gata,mascota,carrera,Casa,cachucha,estabilidad,Historia,Súper,tranquilidad,piso,memoria,indispuesto,Pesticida,El,números,león,jeje,ecoooo,Sopa,morado,rata,blanco,Azul,fruta,Vestido,verde,nube,amarillo,café,paz,Color,ensalada,vino,morado,azul,leer,amigos,logros,familia,feliz,respeto,verdadero,descanso,empatía,morado,Vacaciones,decepción,arrepentimiento,culpa,estrés,tristeza,rosa,Robos,disgusto,aversión,ira,corrupción,Administración,Español,8 (Fluent),,México,México
1643,2019-12-05 20:23:10,65,es,,2019-12-05 19:51:32,2019-12-05 20:23:10,Male,25,Yes,"Canasta, basura, picnic","Pizza, quesadilla, amarillo","Blanca, cielo, dia","Mar, agua, rio","Dedo, pie, mano","Perro, felino, peludo","Peludo, croquetas, ladrar","Animal, carreras, charros","Casa, hogar, departamento","Gorro, sudadera, bonete","Enfadosa, igual, repetitiva","Letra, rayas, significadk","Escuela, hospital, iglesia","Amor, tranquilidad, armonía","Alta, escalones, madera","Grande, trompa, animal","Vomito, marea, enfermo","Muerte, malo, dañino","Nacimiento, navidad, lago","Números, ecuaciones, sumas","Animal, grande, amarillo","Animal, pequeño, nuez","Sonido, rebote, voz","Semilla, fruto, seco","Detergente, ropa, color","Pequeño, sucio, feo","Rayas, rugido, grande","Sol, plátano, foco","Fruta, jugó, comida","Blanco, obscuro, noche","Color, cereza, sangre","Obscuro, triste, nublado","Mar, cielo, lago","Madera, rústico, casa","Negro, tenis, leche","Claro, ropa, tenis","Pasto, plantas, arboles","Bombón, dulces, algodón","Color, limpieza, detergente","Turquía, Cancún, playa","Atención, admirarcion, llamativo","Alegría, jugar, disfrutar","Enojo, intolerante, cerrado","Diversión, jugar, relajarse","Feliz, alegre, risueño","Observar, belleza, objetivo","Romance, paz, cariño","Descanso, respiro, relajar","Humildad, generosidad, bueni","Maestra, limpieza, jabón","Disfrutar, vivir, relajar","Derrota, desilusión, sentimiento","Error, mentira, sentimintk","Resignación, razonar, reflexiinar","Pena, error, sentimiento","Amorosa, académica, deportiva","Flor, blusa, nombre","Temor, feo, sentimiento","Enfermedad, malo, vomitar","Odio, coraje, desamor","Oreja, por, sonido","Enojo, coraje, resentimienro",Estudiante,Español,8 (Fluent),,Mexico,Mexico
1644,2019-12-05 20:26:29,65,es,,2019-12-05 20:04:15,2019-12-05 20:26:29,Female,32,Yes,"canasta, guardar, ropa","delicioso, amarillo, manchego","cielo, lluvia, bonita","agua, derrama, leche","esmalte, gelish, limpieza","felino, animal, cariñoso","amigo, fiel, correr","café, grande, montar","casa, animal, cuidados","frio, gorro, rojo","despertar, ejercicio, actividad","numeros, interrogación, admiración","caminar, correr, limpio","blanco, lucha, busqueda","subir, bajar, correr","grande, gris, cariño","barco, vomitar, nauseas","muerte, agrio, malo","nacimiento, Dios, mercado","dificultad, malo, sumas","grande, zanahorias, safari","animal, campo, divertida","sonido, soledad, cueva","semilla, planta, garbanzo","color, mujeres, claro","miedo, gritos, sucio","grande, susto, hermoso","brillante, alegría, fuerte","fruta, comida, rapidez","elegante, grandeza, obscuridad","amor, calidez, emoción","neutral, hombre, camisas","mar, tranquilidad, paz","cafe, señores, desierto","paz, tranquilidad, limpieza","señora, amarillento, sucio","alegría, naturaleza, brillante","colores, niña, dolor","morado, fuerte, mejoras","azul, bonito, femenino","leer, saber, conocimiento","fiesta, amigos, celebrar","firmeza, emoción crecimiento","gusto, emoción, sonrisas","felicidad, alegría, sonrisa","emoción, cantantes, idolos","cariño, abrazos, besos","tranquilidad, descanso, cuidado","sentimiento, empatía, cuidado","color, morado, felicidad","emoción, gusto, satisfacción","llorar, perdida, sentimiento","sentimiento, malo, incomodidad","tristeza, verguenza, miedo","pena, esconder, niños","tristeza, derrota, fracaso","ternura, niñas, tenue","susto, fantasmas, obscuridad","vomitar, sucio, malo","dolor, tristeza, feo","enojo, malestar, malo","dolor, enojo, pelea",Pedagoga,español,8 (Fluent),,México,México
1646,2019-12-05 21:27:52,65,es,,2019-12-05 21:08:55,2019-12-05 21:27:52,Male,21,Yes,"Canasta, fruta, picnic","Amarillo, sándwich, vaca","Cielo, lluvia,blanco","Agua, botella, sopa","Esmalte, pintura, tinto","Bigotes, ronroneos, cola","Ladrar, cariño, jugar","Café, galopear, tapalpa","Hogar, casa, electrodomésticos","Gorro, sudadera, esconder","Diario, aburrido, tareas","Señal,bandera, grupo","Hospital, cuartos, largo","Paloma, mar, vacaciones","Empinada, angosta, subir","Gordo, gris, viejo","Enfermo,vomito, alcohol","Ratas, peligro, muerte","Navidad, nacimiento, vacas","Escuela, números, difícil","Altura, amarilla, café","Nueces, árbol, parque","Cueva, sonido, voz","Frijol, cosecha, grano","Flores, ternura, morado","Agujero, gris, cola","Rayas, colmillos, feroz","Sol, pipi, piña","Sol, flor, calabaza","Amargado,’muerte, depresión","Corazón, pasión,rosa","Cielo, elegancia, lluvia","Cielo, nubes, agua","Tronco, bosque, madera","Pureza, ángel, paloma","Neutro, pintura, pared","Pasto, naturaleza,ecología","Bebé, niña, femenino","Iglesia, paleta, uvas","Mar, Ojos, azul","Importante, curioso, libro","Fiesta, amigos, reir","Éxito, diploma, soberbio","Sonreír, reir, amigos",Feliz risa alegría,"Orgullo, modelo, triunfo","Corazón, novio, pareja","Suspiro, relajación, tranquilo","Perdón, lástima, bondad","Flor, dulces, película","Postre, dormir,comer","Llorar, dolor,lagrimas","Dolor, arrepentimiento, perdón","Dolor, perdón, corazón","Pena, miedo,rojo","Amigos, tristeza,dolor","Niña, femenino, Flamingo","Temor, oscuridad, temblar","Enfermo, vomitar, mareo","Odio, asco, maldad","Maldad,rencor, dolor","Enojo, violencia, furia",Estudiante,Español,8 (Fluent),,México,México
1647,2019-12-05 22:38:29,65,en,,2019-12-05 22:24:43,2019-12-05 22:38:29,Female,20,Yes,eggs,France,puffy,water,color,mouse,loyal,fast,home,sweatshirt,important,simple,hall,calm,roof,trunk,spinning,apple,horse,technical,tall,nuts,cave,baked beans,flowers,cheese,stripes,sunshine,bright,chic,apple,simple,sky,soil,pure,basic,grass,cotton candy,elegance,jewels,engagement,park,confident,happiness,pleased,love,confusion,calm,love,my sister,enjoyment,depression,shame,frustration,sadness,sadness,burgundy,sharks,gross,hate,anger,mad,Full-time student,English,8 (Fluent),,United States,United States
1649,2019-12-06 01:00:01,65,fr,,2019-12-06 00:36:53,2019-12-06 01:00:01,Female,20,Yes,"ball, food, apples","smelly, mozzarella, pizza","fluffy, rain, summer","water, gas, boiling","polish, long, broken","fluffy, angry, claws","Otto, friend, loyalty","meat, my friend Giada, big teeth","animal, chores, violence","sweater, warm, coziness","daily, comfort, reassuring","language, hieroglyphics, letters","narrow, door, house","ocean, Arizona, dove","steps, firefighters, wood","grey, great, ivory","eyes, cartoons, kid","rat, death, green","horse, farm, dry","numbers, logic, method","neck, Africa, memories","forrest, dangerous, fast","mountains, voice, redundant","red, mister, Mexican food","flower, color, grandma","rat, grey, subway","stripes, orange, Asia","sun, banana, joy","fruit, warmth, sunset","swan, clothing, dark","nose, anger, bull","rat, clothing, neutral","whale, ocean, water","sugar, soil, tree","dove, walls, soul","bland, furniture, animals","plants, relax, nature","explosive, singer, pig","color, sweater, grandma","sea, turtles, swimming","excitement, jealousy, eye contact","park, rollercoaster, friends","gay, rainbow, accomplishment","yellow, family, cooking","relief, happiness, accomplishment","dad, family, hero","heart, family, hard","breath, happiness, guilt","mom, sadness, charity","grandma, flowers, shame","body, sex, intimacy","tears, crying, depression","court, victim, sadness","past, sadness, shame","sadness, guilt, expectations","expectations, sadness","fall, leaves, Bordeaux","blood, murder, terror","smirk, nausea, body","smirk, arrogance, disappointment","cheese, anger, men","red, teeth, bad",student,italian,7,,Switzerland,Switzerland
1650,2019-12-06 02:19:45,65,en,,2019-12-06 01:49:22,2019-12-06 02:19:45,Female,20,Yes,"handle, items, wooden","yellow, holes, food","fluffy, white, sky","wet, moist, thirst","screw, board, hammer","fur, small, meow","bark, animal, bone","neigh, hooves, fast","stable, trained, calm","red, clothing, soft","schedule, time, responsibilities","character, image, representation","hallway, wall, door","calm, tranquil, happy","tall, rungs, height","grey, gentle, trunk","spinning, sight, wobbling","toxic, skull, death","straw, horse, dry","numbers, variables, equations","tall, neck, spots","tiny, furry, tail","far, repeat, loud","can, food, vegetable","purple, light, flower","squeak, tiny, rat","stripes, orange, cat","bright, lemon, sunflower","round, light, fruit","dark, ominous, hidden","rose, Christmas, love","fog, smoke, static","sad, ocean, sky","dark, wood, dirt","innocent, dove, light","light, brown, tan","grass, trees, nature","pretty, light, girl","purple, deep, velvet","light, blue, pretty","question, intrigued, amazed","interest, laughter, happy","accomplishment, joy, triumph","happiness, bright, excited","happy, calm, fine","inspiration, interest, hope","heart, happy, content","calm, relax, breathe","kindness, love, warmth","violet, deep, dark","excitement, happy, interest","depression, tears, pain","shame, doubt, disappointment","guilt, shame, disappointment","regret, guilt, disappointment","shame, guilt, regret","dark, deep, red","scared, run, harmful","gross, disturbing, flee","dislike, disgust, unworthy","anger, red, dark","hatred, frustration, red",Student,English,8 (Fluent),,United States,United States
1651,2019-12-06 07:07:37,65,en,,2019-12-06 06:24:23,2019-12-06 07:07:37,Female,43,Yes,"MARKET, WARES, ITEMS","BUTTER, BREAD, BURGER","BLUE, SKY, DRY","BOTTLE, CONTAINER, POUR","WOOD, HAMMER, ZINC","FUR, MEW, SCARY","TAIL, SNIFF, BARK","STRONG, POWERFUL, RACE","HOUSE, PARENTS, CHILDREN","JOY, PRIDE, ACHIEVEMENT","BORING, REPETITION, EASY","REPRESENTING, COLOUR,","HOUSE, RELAX, STORY","LOVE, JOY, PROGRESS","TOP, CLIMB, FEAR","BIG, BEAUTIFUL, LAZY","SLEEPY, DULL, UNCONSCIOUS","DANGEROUS, ENEMY,","MOVE, PROGRESS, ACTIVITY","SCHOOL, SUBJECT, SCIENCE","GIANT, SPOTTED, GALLOP","PRANKS, FURS,","NOISE, INTERFERENCE, DISTURBING","BOIL, CAKE, SPOON","HANDSOME, BLUE, SKY","HATE, DIRTY, HOUSE","KING, DOMINANT, PROUD","SKY DRY, SUN","SWEET, JOY, AMUSE","HATE,, FEAR, UGLY","LOVE, DANGER, STOP","TIRED, WEAK, OLD","HANDSOME, STRENGTH, SKY","DRY, DYING, UNPLEASANT","PURE. PEACE, LOVE","BRIGHT, FORMAL, BEAUTIFULL","ALIVE, FARM, MOVE","BEAUTIFUL, LOVELY, CHILDISH","BLUE, BEAUTIFUL, DRY","BEAUTIFUL, BRIGHT, DRY","LOVE, JOY, HAPPY","PLAY, PARK, JOY","SELFISH, PROUD, UNACCOMMODATING","HAPPY, PEACE, LOVE","JOY, SATISFIED, HAPPY","LOVE, JOY, HAPPY","JOY, PEACE. HAPPY","JOY, PEACE, CONTENTMENT","LOVE, JOY, ACCOMMODATE","BEAUTIFUL, BURIAL, UNPOPULAR","JOY, ENJOY, LOVE","ANGER,, HATE, UNHAPPY","HATE, ANGER, ALONE","DISAPPOINTMENT, UNHAPPY, HATE","HATE, ANGER, LONELY","SAD, UNHAPPY, DEFEATED","LAZY, BLOCKHEAD, DULL","LONELY, DANGER, UNHAPPY","HATE, ANGER, SHAME","HATE, ANGER, DISGUST","ANGER, DISGUST, AVOID","SAD, HATE, FRUSTRATION",NURSE,IGBO,8 (Fluent),,NIGERIA,NIGERIA
1655,2019-12-06 10:33:01,65,de,,2019-12-06 10:20:38,2019-12-06 10:33:01,Female,22,Yes,"basketball, flirten, nein","schweiz, gelb, alpkäse","himmel, weiss, bilder","wasser, nass, trinken","nagellack, abgebrochen, hammer","tier, haustier, miau","tier, laufen, spielen","tier, braun, reiten","haus, zuhause, gemütlich","pullover, kalt, gemütlich","immer wieder, ablauf, tätigkeit","zeichen, stern, kreuz","haus, gang, entlang","gut, kirche, taube","haus, kaminfeger, bauen","tier, grau, gross","kopfschmerzen, übelkeit, kater","giftig, tot, flüssig","bauernhof, stroh, kühe","rechnen, zahlen, taschenrechner","langer hals, gefleckt, schön","tier, braun, wald","stimme, berge, hallen","gemüse, garten, grün","farbe, jana, pulli","klein, grau, haus","tier, streifen, zoo","Arbeit, kaufen, kapitalist","orange, himmel, leuchtstift","farbe, beerdigung, tinte","feuer, farbe, blut","elefant, maus, jana","himmel, farbe, meer","farbe, kacke, shit","frieden, unschuldig, taube","farbe, braun, kamel","farbe, frosch, gras","rosen, farbe, frühling","farbe, mädchen, blume","blau, farbe, meer","wollen, tätigkeit, machen","auslachen, lachen, fies","angenehm, leistung, bravo","lachen, glücklich, schön","glück, gemütlich, lächeln","wow, stauenen, eifersucht","herz, warm, küssen","besser, angenehm, endlich","mitleid, empathie, gefühl","violett, farbe, glänzend","spass, lachen, europapark","weinen, träne, beerdigung","fehler, Leid tun, Schlechtes Gewissen","leid tun, fehler, entschuldigen","schlecht, unwohl, fehler","traurig, tränen, herzschmerz",weiss nicht,"schiss, unwohl, gänsehaut","hässlich, frosch, zurückweichen","hass, schlecht, nicht mögen","aggressiv, wütend, rot","laut, rot, gesicht",student,deutsch,8 (Fluent),,schweiz,schweiz
1657,2019-12-06 11:02:39,65,fr,,2019-12-06 10:40:26,2019-12-06 11:02:39,Female,22,Yes,"osier, courses, fruit","raclette, fondue, suisse","blanc, ciel, pluie","eau, gazeux, solide","doigt, main, vernis","chien, animal, maison","chat, animal, maison","animal, équitation, âne","chien, chat, animal","hiver, veste, automne","ennui, couple, répétition","chiffre, lettre, écriture","long, petit, hall","guerre, conflit, calme","hauteur, Richter, grand","gris, souris, Afrique","lune, réflexion, attention","mort, tuer, mourir","rhume, allergies, printemps","peur, stress, haine","Lamarck, cou, long","Londres, noisette, noix","bruit, son, raisonner","blanc, vert, légume","couleur, fleur, odeur","gris, éléphant, petit","lion, Asie, tigré","soleil, été, étoile","couleur, fruit, mandarine","mort, blanc, couleur","amour, colère, couleur","souris, éléphant, couleur","couleur, ciel, mer","couleur, automne, tronc","couleur, nuage, noir","couleur, automne, pull","yeux, nature, biologie","fleur, couleur, odeur","couleur, violet, rouge","couleur, bleu, mer","argent, banque, mathématiques","heureux, amuser, joyeux","fier, content, heureux","émotion, joyeux, heureux","suffisant, heureux, joyeux","envie, jalousie, heureux","aimer, joie, rouge","heureux, soupir, soulager","sentiment, peine, émotion","pourpre, couleur, fleur","joie, content, heureux","mouchoir, pleurer, émotion","sentiment, tristesse, peine","triste, regretter, sentiment","peur, cacher, sentiment","triste, émotion, sentiment","automne, couleur, chaud","sentiment, bleu, pleurer","vomir, sentiment, émotion","sentiment, émotion, dégoût","colère, sentiment, émotion","haine, rouge, sentiment",étudiante,français,8 (Fluent),,Suisse,Suisse
1659,2019-12-06 13:23:59,65,fr,,2019-12-06 12:37:38,2019-12-06 13:23:59,Female,19,Yes,"sac, osier, brun","souris, jaune, trou","blanc, coton, pluie","eau, gaz, solide","pied, main, vernis","poile, félin, laine","os, odeur, bave","lasagne, équitation, dada","ménage, animaux, maison","pull, pluie, oreille","habitude, us, coutumes","mathématique, signification, totem","école, corridor, étroit","colombe, blanc, guerre","superstition, hauteur, échellon","oreille, trompe, gros","maladroit, fatigue, dégât","mort, discrétion, infidélité","blé, champ, paille","stratégie, mauvais, difficulté","jaune, brun, long","forêt, orange, fourrure","cave, grotte, résonner","vert, Jacques, vegan","mariage, couleur, fleur","gris, petit, dégoût","rayure, orange, Sherkan","soleil, éclat, fleur","fruit, couleur, joie","tunnel, nuit, vêtement","amour, colère, fraise","rat, morne, brouillard","iris, fleur, mer","cheveux, ours, chocolat","propre, vide, neige","brun, camel, arbre","gazon, légume, vomi","fleur, bonbon, fleuriste","rouge, rideau, vin","mer, couleur, doucuer","attirance, passion, romance","parc-dattractions, joie, plaisir","bleu, acre, chevalier","soleil, jaune, chaud","satisfaction, joie, apaisement","incroyable, intimidant, fan","aimer, passion, séparation","satisfaction, douleur, médicament","pitié, Jesus, amour","fleurs, teletobbies, bleu","pâtisserie, simple, léger","pleurs, mal-être, déception","bleu, tristesse, regret","passé, mélancolie, douleur","bétise, norme, chad","attente, trahison, tristesse","yeux, châtaigne,caca","araignée, frisson, cri","répugnant, égoût, vomi","haine, dédain, émotion","colère, deception, trahison","rouge, haine, feu",étudiant,italien,7,,Italie,Suisse
1660,2019-12-06 14:06:14,65,en,,2019-12-06 12:58:48,2019-12-06 14:06:14,Male,32,Yes,"Perforated, sieve and cart","Food, beverage and tasty","Smokey, unclear and secrecy","Fluid, mobility and watery","Drill,  fastener and joiner","Neat, domestic and friendly","Homely, friendly and pet","Racer, strong and domestic","Homely, tolerant and caring","Hidden, partial and covered","Consistent, regular and familiar","Sign, template and representation","Passage, isle and path","Calm, cheerfu, and relaxed","Up, climb and stairs","Big, slow and enormous","Dull, weak, sleepy","Toxic, unhealthy and adulterated","Swift, smart and erractic","Analytic, logical and clever","Tall, spy and beautiful","Animal, fussy and climber","Reminder, resound and enduring","Food, grain and seed","Transparent, Vail and beautiful","Smells, poisonous and nocturnal","Aggressive, wild and predator","Shiny, sun and healthy","Fruity, bright and exciting","Hidden, evil and invisible","Love, danger, and violence","Unclear, smokey and limited","Sad, angry and vexed","Reserved, dull and unclear","Clear, pure and holy","Relief, satisfaction and relaxed","Alive, fresh and growth","Live, feminine and bright","Royal, prestige and humble","Colourful, attractive and admirable","Desire, aspiration and attraction","Relaxed, laughter and happy","Arrogance, tenacity and insolent","Amused, happy and exciting","Reserved, fulfillment and fullness","Beautiful, attractive and likable","Intimacy, passionate and caring","Free, calm and released","Caring, loving and sacrificial","Rich, lively and Royal","Hedonistic, exciting and scintillating","Blue, moody and annoying","Regret, fault and indictment","Remorse, guilt and repent","Failure, pitiful and regrettable","Regret, failure and unsuccessful","Lost, foolish and idiotic","Danger, timid and intimidation","Hate, disappointed and rejected","Lacking, insatiability and avaricious","Repulsive, prejudiced and unacceptable","Annoyance, fury and saddened",Teaching,Igbo,5,,Nigeria,Nigeria
1661,2019-12-06 13:34:06,65,de,,2019-12-06 13:26:22,2019-12-06 13:34:06,Male,18,Yes,Migros,Schnittlauch,Nebel,Wasser,Kopf,Oma,Giraffe,Esel,Gewalt,Pullover,Test,Kreuz,Schrank,Tod,Treppe,Baby,Übelkeit,Curare,Wiese,Aufgabe,Hund,Nuss,Laut,Stange,Violett,Tier,Jäger,Uhr,orange (Farbe),Weiss,Grün,Blau,Grün,Brunette,Gelb,Dunkelrot,Blau,Farbe,Lila,Blau,Freude,Freude,Salz,Glück,Stolz,Hero,Seele,Schrecken,Nett,Rubin,Sex,Freude,Labil,Betrüger,Laut,Lärm,Stuhl,Heiterkeit,Esel,Bösewicht,Freude,Angst,Student,Französisch,8 (Fluent),,CH,CH
1664,2019-12-06 16:29:36,65,en,,2019-12-06 16:10:34,2019-12-06 16:29:36,Female,22,Yes,Basketball. Ball. Court.,American. Cheddar. Swiss.,Sky. White. Fluffy.,Solid,Hammer. Drum. Paul.,Lion. Tiger. Mountain Lion.,Puppy. Golden Retriever. Labrador Retriever.,Pony. Stable. Rider.,House. Wife. Housework.,Robin. Jacket. Hoodie.,Toothbrush. Alarm. Bed.,Peace. Mischief. Anxiety.,Hallway. Place. Long.,War. Love. Happiness.,Tall. Fall. High.,Pink. Mouse. Book.,Fall. Concussion. Concern.,Apple. Music. Song.,Bail. Horse. Grass.,Numbers. Add. Subtract.,Animal. Africa. Lion.,Trees. Campus. Ferocious.,Noise. Sound. Music.,Pole. Sprout. Love.,Purple. Lilies. Beautiful.,Cat. TV show. Book.,Animal. Leapard. Mountain Lion,Orange. Green. Blue.,Yellow. Green. White.,Yellow. Green. Orange.,Yellow. Orange. Green.,Orange. Yellow. Green.,White. Orange. Yellow.,Cow. Mom. Love.,Orange. Black. Yellow.,White. Tan. Golden.,Orange,Pig. Sister. Love.,Purple. Rainbow. White.,Blue,Basketball. Music. People.,Park. Place. People.,Sin. Humility. Shame.,Happy. Sad. Joyful.,Happy. Anger. Peace.,Love. Hate. Enjoy.,War. Anger. Peace.,Relax. Reduce. Recycle.,Kindness. Caring. Consideration.,Violet. Lilac. Happy.,Sex. Orgasm. Fun.,Happiness. Mourning. Kindness.,Anger. Resentment. God.,Anger. Sadness. Tears.,Rage. Anxiety. Emotion.,Sadness. Anger. Nothing.,Brown. Macaroon. Five.,Anger. Anxiety. Rage.,Movie. Foods. Places.,Hate. Rage. Kindness.,Love. Peace. War.,Sadness. Rage. Happiness.,N/A,English.,8 (Fluent),,America.,United States
1665,2019-12-06 16:32:57,65,en,,2019-12-06 16:16:34,2019-12-06 16:32:57,Female,21,Yes,"egg, shopping, cart","grater, nacho, pizza",fluffy white sky,"ice, water, soda","hammer, finger, pretty","dog, fleas, cat bite","cat, men, food","ride, farm, hair","violence, animals, purple","home, black, family","practice, daily, school","reading, literature, school","passage, passageway, aisle","calm, unbothered, bliss","crawl, climb, house","big, peanuts, clown","spinning, drinking, alcohol","ivy, song, sick","hey, food, horse","hard, stress, unnecessary","zoo, flamingo, tall","nut, alvin, chipmunks","noise, alone, large","pie, casserole, tacos","lily, color, cream","nasty, germs, disgust","bears, lions, danger","black, purple, red","fruit, breakfast, pancake","white, hole, hair","anger, fruits, stop","fifty, shades, movie","green, sky, yellow","grey, green, blue","black, snow, ice","bland, pale, sand","money, vegetables, happiness","ribbon, flamingo, breast cancer","green, purple, grape","blue, yellow, green","love, do, attention","funny, laughter, joy","guilt, gay, joy","happiness, pride, laughter","guilt, disregard, respect","adore, look up, love","happiness, fun, relationship","sigh, done, removal","love, night, relationship","green, ribbon, walk","good, sex, food","happy, depression, hurt","sadness, guilty, regrey","guilt, loss, wish","guilt, hide, mean","mad, sad, unbelief","gold, macaroon, cookie","scared, night, anxious","nasty, foul, bad",guilt,"fear, unknown, understand","fear, mad, sad",College Student,English,8 (Fluent),,United States,United States
1666,2019-12-06 17:14:52,65,es,,2019-12-06 16:56:41,2019-12-06 17:14:52,Female,21,Yes,Canasta,"Rico, apestoso","Cielo, azul","Agua, refrescos",Gelish,"Animal, perro, señoras","Jugueton, amigo","Campo, competencias, hipico","Casa, escoba","Chamarra, gorra",Ejercicio gym,"Dificil, aburridos","Obscuro, miedo","Tranquilidad, felicidad","Pisos, caer, flojera",Animal bali,"Viaje, vomito","Serpiente, muerte, animal",No se que es,"Numeros, calculadora, examenes","Africa, altas, bonitas","Bosque, campo",Fantasma,No se que es,Morado,"Queso, sucios","Colmillos, gigante, feroz","Sol, alegria, llamativo","Fruta, fuerte","Obscuro, blanco","Amor, corazon , pasion",Obscuro,"Cielo, nube, agua",Madera,"Tranquilidad, negro","Color estandar, basico","Hojas, plantas, campo",Rosa,Lila,"Azul, color bonito",Importante,Juegos fiesta,"Logro, felicidad, meta",Logros,"Feliz , logro",Logro. Deseo,"Familia, amigos, novio","Alegria, felicidad, amor","Amor , tranquilidad , pasion","Color, fuerte","Gusto, delicia","Llorar, lagrimas, miedo",Tristeza,Soledad,"Tristeza, enojo, sentimientos","Enojo, tristeza","Flores, niña","Temor, suspenso",Vomito,"Desinteres, dolor, tristeza","Rencor, tristeza, enojo","Enojo, tristeza, furia",Estudiante,Español,8 (Fluent),,Mexico,Mexico
1669,2019-12-06 18:17:32,65,es,,2019-12-06 17:46:14,2019-12-06 18:17:32,Female,36,Yes,"Canasta, fruta, toallas","Olor, amarillo, francés","Agua, blanca, formas","Sólido, gas, agua","Gel, larga, corta","Pelo, naranja, halloween","Ladrar, canino, dientes","Café, trotar, pelo","Perro, amable, obediente","Gorra, cabello, roja","Ejercicio, día a día","Bandera, importancia, dibujo","Largo, angosto, blanco","Azul, países, delincuencia","Lateral, redonda, elevador","Gris, trompa, grande","Vomito, náusea, cabeza","Muerte, rata, tóxico","Planta, seca, ganado","Números, símbolos, finanzas","Cuello, largo, plantas","Nuez, roedor, café","Cueva, oscuro, fuerte","Planta, grande, flores","Morado, flor, amarillo","Queso, gris, roedor","Gato, naranja, negro","Sol, flor, luz","Color, fruta, dulce","Obscuro, muerte, delgado","Sangre, pasión, intensidad","Negro, blanco, moderno","Mar, cielo, agua","Rojo, café, ladrillo","Pared, hoja, sin color","Nude, piel, tono","Platas, árboles, dólar","Morado, flores, femenino","Morado, colores, barnie","Mar, lápiz, azul","Importancia, tiempo, atención","Sonrisa, placer, entretenimiento","Amor, propio, desempeño","Felicidad, sonrisa, navidad","Feliz, sonrisa, dientes","Padre, asombro, cumplido","Familia, amigos, persona","Sano, susto, enfermo","Tristeza, empatía,","Púrpura, flores, morado","Sonrisa, gusto, comida","Llanto, sentimiento, soledad","Yo, decepción, error","Consciencia, disgusto,","Sonrojo, pena,","Familia, tristeza, llanto","Flores, amor, niña","Susto, sentimiento, obscuridad","Comida, insectos, pies","Sentiemiento, insuficiente, tristeza","Enojo, furia, disgusto","Enojo, sentimiento, fuerte",Arquitecta,Español,6,,México,México
1670,2019-12-06 18:13:08,65,es,,2019-12-06 17:47:11,2019-12-06 18:13:08,Female,28,Yes,Grande,Leche,Blanca,Agua,Dedo,Perro,Gato,Blanco,Animal,Capa,Repetición,Identificación,Largo,Tranquilidad,Larga,Tailandia,Exhausto,Serpiente,Planta,Números y signos,Larga,Bosque,Vacío,Frijol,Morado,Rata,Leon,Sol,Fruta,Blanco,Negro,Cielo,Turquesa,Café,Negro,Nude,Planta,Vino,Morado,Rosa,Intriga,Alegría,Prejuicio,Felicidad,Feliz,Valoración,Felicidad,Descanso,Empatía,Persona,Goce,Decaído,Rechazo,Corregir,Pena,Tristeza,Femenino,Agobio,Vomito,Odio,Amor,Enojo,Relaciones públicas,Español,8 (Fluent),,México,México
1673,2019-12-06 19:47:35,65,en,,2019-12-06 19:22:25,2019-12-06 19:47:35,Female,26,Yes,"picnic, happy","delicious, sandwich","white, rain, sky, fluffy",water,"polish, hammer","animal, cute","cute, friend, loving",majestic,"family, home, happy","jacket, warmth",work,"prince, math","hallway, passage","love, harmony","heights, scary","trunk, water",Nauseated,"death, destruction, darkness","horse,farm","difficult, tiring, numbers","Tall, Animal",acron,"alexa, repeat","food, healthy","flower, purple, pretty","cat,small,cheese","cat, fierce, dangerous","bright, happy, sun","bright, clemson, fruit","dark,night,stars,moon","passion, love, warning, anger","cloudy,rain,gloomy","ocean, sky","autumn,eyes,warm","snow, purity",bland,"nature, trees, grass, money","calming, pretty, easter","purple, beautiful","blue,green,pretty",motivation,"happiness, smiling, laughter","accomplished,sin","sun,happiness,yellow,laughter,smiling","happiness, blue","applause, love","red, passion, romance","blue, calming, relaxation","love, contentment, red",royalty,"red, happiness","rain, cloudy, crying",anxiety,"sadness, nostalgia","Bad, Embarrassed","sad, crying","band,music,red","fight, flight, anxiety",gross,"malicious,mocking","anger, red",red,Student,English,8 (Fluent),,United States,United States
